Publication_number,Reference,Journal,Study,Case_study,Country,lab_or_field_experiment,Original_Site,original_decimals_latitude,original_decimals_longtitude,Original_Altitude.m.a.s.l..,Incubation_Site,incubation_decimal_latitudes,incubation_decimal_longtitude,Incubation_Altitude.m.a.s.l..,Incubation_annual_precipitation_.mm.,incubation_site_annual_temperature,Incubation_site_annual_min_temperatur_.degrees_C.,Incubation_site_annual_max_temperatur_.degrees_C.,Tree_species,Clade,Genus,family,natural_wood_or_block,wood_diameter,woody_debris_type,Diameter_range.mm.,wood_size_class,WD_Decay_class,Start_time,Finish_time,Study_duration_months,Treatments_type,Position_to_soil,Wood_density_initial,Stem_dry_matter_content..SDMC..g.g.1.,Wood_initial_Carbon,Wood_initial_Nitrogen,Wood_initial_Phophorus,Wood_initial_Potassium,Wood_initial_Lignin_perc,Wood_initial_Cellulose,Wood_initial_Hemicellulose,Wood_initial_Calcium,Wood_density_afterdecay,Fauna_group,Target_variable,Target_variable_loss_Exclusion,Target_variable_loss_Access,k_Exclusion,k_Access,sd_exclusion,sd_inclusion,n_sample_Exclusion,n_sample_Acess,Bark_status_presence_or_absent,Note..give.more.detailed.on.method.used.to.exclude.invertebrates.,Termites_type,Data_extracted_by
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Ghana,field,CocoaF9,5.4167,-1.3167,NA,CocoaF9,5.4167,-1.3167,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,6,physical,surface,NA,NA,50.21989561,0.170464148,0.001854017,0.111411547,NA,NA,NA,0.245077718,NA,NA,mass loss,10.00071567,10.53230023,NA,NA,4.490968286,6.942487406,20,6,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Ghana,field,ForestF3,5.4167,-1.3167,NA,ForestF3,5.4167,-1.3167,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,6,physical,surface,NA,NA,50.21989561,0.170464148,0.001854017,0.111411547,NA,NA,NA,0.245077718,NA,NA,mass loss,14.80212723,13.89560914,NA,NA,2.294103434,3.963508552,19,10,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Ghana,field,ForestF5,5.4167,-1.3167,NA,ForestF5,5.4167,-1.3167,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,6,physical,surface,NA,NA,50.21989561,0.170464148,0.001854017,0.111411547,NA,NA,NA,0.245077718,NA,NA,mass loss,7.139591914,7.936535524,NA,NA,6.453986979,4.042165053,19,5,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Ghana,field,ForestF6,5.4167,-1.3167,NA,ForestF6,5.4167,-1.3167,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,6,physical,surface,NA,NA,50.21989561,0.170464148,0.001854017,0.111411547,NA,NA,NA,0.245077718,NA,NA,mass loss,14.8466977,17.92038879,NA,NA,3.845793759,15.55308515,19,7,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Italy,field,BRUGAROLO,45.8544,8.2268,NA,BRUGAROLO,45.8544,8.2268,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,47.85704092,0.19449306,0.005381098,0.121077379,NA,NA,NA,0.227072298,NA,NA,mass loss,5.621821409,6.90105555,NA,NA,1.92440842,2.119676269,17,17,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Italy,field,BRUGAROLO,45.8544,8.2268,NA,BRUGAROLO,45.8544,8.2268,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,24,physical,surface,NA,NA,47.85704092,0.19449306,0.005381098,0.121077379,NA,NA,NA,0.227072298,NA,NA,mass loss,11.14602749,13.44806498,NA,NA,5.332435981,4.119368021,20,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Italy,field,ISPRA,45.8122,8.6331,NA,ISPRA,45.8122,8.6331,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,47.85704092,0.19449306,0.005381098,0.121077379,NA,NA,NA,0.227072298,NA,NA,mass loss,17.8226824,17.26462449,NA,NA,10.57291842,8.202984189,20,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Italy,field,ISPRA,45.8122,8.6331,NA,ISPRA,45.8122,8.6331,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,24,physical,surface,NA,NA,47.85704092,0.19449306,0.005381098,0.121077379,NA,NA,NA,0.227072298,NA,NA,mass loss,18.59957376,20.11045389,NA,NA,13.24059674,14.04707681,19,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Japan,field,Ogawa,36.94,140.59,NA,Ogawa,36.94,140.59,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,49.59415832,0.156171413,0.002901471,0.099774373,NA,NA,NA,0.182269909,NA,NA,mass loss,4.05508548,3.406112503,NA,NA,4.292772552,3.809253069,20,19,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Japan,field,Ogawa,36.94,140.59,NA,Ogawa,36.94,140.59,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,24,physical,surface,NA,NA,49.59415832,0.156171413,0.002901471,0.099774373,NA,NA,NA,0.182269909,NA,NA,mass loss,8.690227956,8.683198596,NA,NA,4.933020733,5.187465064,20,19,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Japan,field,Sadayama,32.74,133,NA,Sadayama,32.74,133,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,49.59415832,0.156171413,0.002901471,0.099774373,NA,NA,NA,0.182269909,NA,NA,mass loss,3.648438078,3.165591585,NA,NA,4.933568461,3.223240596,20,19,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Japan,field,Sadayama,32.74,133,NA,Sadayama,32.74,133,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,24,physical,surface,NA,NA,49.59415832,0.156171413,0.002901471,0.099774373,NA,NA,NA,0.182269909,NA,NA,mass loss,12.91531491,11.19179838,NA,NA,16.29649249,16.52752174,17,18,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Japan,field,Teshio,44.92,142.02,NA,Teshio,44.92,142.02,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,49.59415832,0.156171413,0.002901471,0.099774373,NA,NA,NA,0.182269909,NA,NA,mass loss,2.952988648,2.609062306,NA,NA,0.630584575,0.495667347,20,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Japan,field,Teshio,44.92,142.02,NA,Teshio,44.92,142.02,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,24,physical,surface,NA,NA,49.59415832,0.156171413,0.002901471,0.099774373,NA,NA,NA,0.182269909,NA,NA,mass loss,5.968122347,6.691530446,NA,NA,4.457131017,3.279101414,20,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Japan,field,Yona,26.74,128.23,NA,Yona,26.74,128.23,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,49.59415832,0.156171413,0.002901471,0.099774373,NA,NA,NA,0.182269909,NA,NA,mass loss,10.86778625,11.73506148,NA,NA,10.82032296,13.05257626,18,15,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Japan,field,Yona,26.74,128.23,NA,Yona,26.74,128.23,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,24,physical,surface,NA,NA,49.59415832,0.156171413,0.002901471,0.099774373,NA,NA,NA,0.182269909,NA,NA,mass loss,26.20160233,28.06003726,NA,NA,14.52993407,26.66498006,13,8,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Malaysia,field,Maliau,4.7436,116.9698,NA,Maliau,4.7436,116.9698,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,48.98151848,0.276810122,0.003734985,0.173462957,NA,NA,NA,0.233304231,NA,NA,mass loss,16.50899544,11.50175032,NA,NA,19.99602055,7.713257767,34,14,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Netherlands,field,HH,52.466,5.4224,NA,HH,52.466,5.4224,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,47.85704092,0.19449306,0.005381098,0.121077379,NA,NA,NA,0.227072298,NA,NA,mass loss,5.912092641,5.634137319,NA,NA,2.990659412,2.464939665,20,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Netherlands,field,HH,52.466,5.4224,NA,HH,52.466,5.4224,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,24,physical,surface,NA,NA,47.85704092,0.19449306,0.005381098,0.121077379,NA,NA,NA,0.227072298,NA,NA,mass loss,18.33909277,14.55328895,NA,NA,8.708983597,10.73789592,21,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Netherlands,field,Veluwe,52.2505,5.6409,NA,Veluwe,52.2505,5.6409,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,47.85704092,0.19449306,0.005381098,0.121077379,NA,NA,NA,0.227072298,NA,NA,mass loss,4.067532258,4.508141783,NA,NA,1.12181274,2.388322832,20,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Netherlands,field,Veluwe,52.2505,5.6409,NA,Veluwe,52.2505,5.6409,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,24,physical,surface,NA,NA,47.85704092,0.19449306,0.005381098,0.121077379,NA,NA,NA,0.227072298,NA,NA,mass loss,17.96977989,16.9651543,NA,NA,13.09420867,12.86198659,20,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),New Zealand,field,BP,-43.8116,173.0162,NA,BP,-43.8116,173.0162,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,48.29773445,0.162796867,0.003372613,0.110207031,NA,NA,NA,0.212350946,NA,NA,mass loss,7.665168257,6.924641911,NA,NA,3.609423006,3.25882261,15,15,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),New Zealand,field,BP,-43.8116,173.0162,NA,BP,-43.8116,173.0162,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,24,physical,surface,NA,NA,48.29773445,0.162796867,0.003372613,0.110207031,NA,NA,NA,0.212350946,NA,NA,mass loss,13.38554902,15.98704518,NA,NA,9.595683624,12.93093076,15,15,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),New Zealand,field,HP,-36.8,174.49,NA,HP,-36.8,174.49,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,48.29773445,0.162796867,0.003372613,0.110207031,NA,NA,NA,0.212350946,NA,NA,mass loss,2.628981375,4.040559793,NA,NA,3.516857234,4.573403988,19,16,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),New Zealand,field,HP,-36.8,174.49,NA,HP,-36.8,174.49,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,25,physical,surface,NA,NA,48.29773445,0.162796867,0.003372613,0.110207031,NA,NA,NA,0.212350946,NA,NA,mass loss,12.58061881,16.06834906,NA,NA,9.047498293,15.13689752,20,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),New Zealand,field,OT,-36.92,174.6,NA,OT,-36.92,174.6,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,48.29773445,0.162796867,0.003372613,0.110207031,NA,NA,NA,0.212350946,NA,NA,mass loss,2.881981207,-0.434275923,NA,NA,3.564844216,4.423751512,17,19,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),New Zealand,field,OT,-36.92,174.6,NA,OT,-36.92,174.6,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,25,physical,surface,NA,NA,48.29773445,0.162796867,0.003372613,0.110207031,NA,NA,NA,0.212350946,NA,NA,mass loss,5.624755212,3.383336199,NA,NA,5.816608901,6.14225043,20,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,BCI,9.155,-79.849,NA,BCI,9.155,-79.849,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,5.317494331,5.440779894,NA,NA,6.034475105,4.858564872,10,7,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,BCI,9.155,-79.849,NA,BCI,9.155,-79.849,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,25,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,52.03003909,52.22532617,NA,NA,26.76839131,25.25079292,14,12,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,Casita,8.8128,-82.4994,NA,Casita,8.8128,-82.4994,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,13,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,17.60969616,7.581367861,NA,NA,28.04388418,2.483609698,8,7,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,ChorroA,8.7494,-82.2294,NA,ChorroA,8.7494,-82.2294,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,13,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,4.225480267,6.273747891,NA,NA,2.31073885,2.533927748,12,12,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,Copete,8.8087,-82.5159,NA,Copete,8.8087,-82.5159,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,13,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,2.473935639,3.254331172,NA,NA,2.81985147,2.074640348,17,15,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,HondaB,8.7566,-82.2437,NA,HondaB,8.7566,-82.2437,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,13,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,1.741534924,1.348307572,NA,NA,2.097778432,1.741426646,13,15,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,Mirador,8.824,-82.4964,NA,Mirador,8.824,-82.4964,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,13,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,5.535110858,5.06472594,NA,NA,2.558909869,1.874070654,18,18,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,PaloSeco,8.7786,-82.1981,NA,PaloSeco,8.7786,-82.1981,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,13,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,2.400275305,7.302408051,NA,NA,2.21740696,3.078455963,8,8,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,Pinola,8.7542,-82.2591,NA,Pinola,8.7542,-82.2591,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,2.168824727,2.186605117,NA,NA,1.472458087,1.159013547,15,17,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,Pinola,8.7542,-82.2591,NA,Pinola,8.7542,-82.2591,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,24,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,3.868771278,24.68783232,NA,NA,NA,17.28193864,1,3,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,Quetzal,8.8118,-82.5097,NA,Quetzal,8.8118,-82.5097,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,13,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,4.012001131,3.77090696,NA,NA,1.72701122,2.086616608,8,8,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Panama,field,Zarceadero,8.6543,-82.2142,NA,Zarceadero,8.6543,-82.2142,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,13,physical,surface,NA,NA,46.85185693,0.274465355,0.003615454,0.112051937,NA,NA,NA,0.21985931,NA,NA,mass loss,2.44004215,5.869117105,NA,NA,2.12895119,16.11232022,20,19,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Puerto Rico,field,Ceiba_dry,18.2331,-65.5998,NA,Ceiba_dry,18.2331,-65.5998,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,6,physical,surface,NA,NA,48.29773445,0.162796867,0.003372613,0.110207031,NA,NA,NA,0.212350946,NA,NA,mass loss,1.308751161,1.770570477,NA,NA,0.770878877,0.996140193,17,7,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Puerto Rico,field,Ceiba_dry,18.2331,-65.5998,NA,Ceiba_dry,18.2331,-65.5998,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,48.29773445,0.162796867,0.003372613,0.110207031,NA,NA,NA,0.212350946,NA,NA,mass loss,3.10700246,2.06375288,NA,NA,1.735790388,0.61500733,12,4,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Puerto Rico,field,El_verde,18.3195,-65.8162,NA,El_verde,18.3195,-65.8162,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,6,physical,surface,NA,NA,48.29773445,0.162796867,0.003372613,0.110207031,NA,NA,NA,0.212350946,NA,NA,mass loss,4.388276017,5.486196143,NA,NA,3.497590965,8.978961011,19,20,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
20,Zanne et al 2022,Science,Termite sensitivity to temperature affects global wood decay rates,Termites treatment vs microbial decay (Termites not discovered),Puerto Rico,field,El_verde,18.3195,-65.8162,NA,El_verde,18.3195,-65.8162,NA,NA,NA,NA,NA,Pinus radiata,gymnosperm,Pinus,Pinaceae,block,40,woody,40,fine,NA,NA,NA,12,physical,surface,NA,NA,48.29773445,0.162796867,0.003372613,0.110207031,NA,NA,NA,0.212350946,NA,NA,mass loss,11.50829549,12.12722826,NA,NA,7.603738203,7.176413225,16,14,absent,10 holes of 5 mm diameter on the bottom of mesh size 300nm,NA,Denis Mburu Njoroge
